pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
				Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0										Limosilactobacillus.json					Limosilactobacillus	genus
Lactobacillus mali KCTC 3596 (1046596.4)	1.0	Liquorilactobacillus mali KCTC 3596 = DSM 20444	Liquorilactobacillus mali	Liquorilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1046596.0	1046596.4	GCF_000276905.1	2671180581.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	2560636.0	2577.0	923153.0	36.0	2522.0	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/905/GCF_000276905.1_LmaliDSM20444T	Liquorilactobacillus.json	0.0		0.0	0.0	Liquorilactobacillus	genus
				Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Listeria.json					Listeria	genus
			Loigolactobacillus coryniformis	Loigolactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0				43.0				Loigolactobacillus.json	0.0				Loigolactobacillus	genus
	0.0	Longibaculum muris	Longibaculum muris	Longibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Mouse	1796628.0		GCF_004343035.1	2788499828.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	3167958.0	3239.0	976013.0	31.0	3166.0	97.75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/035/GCF_004343035.1_ASM434303v1	Longibaculum.json	0.0	GCF_004343035.1	0.0	0.0	Longibaculum	genus
	0.0	Longicatena caecimuris	Longicatena caecimuris	Longicatena	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Mouse	1796635.0		GCF_004341945.1	2791354872.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	2945084.0	2788.0	1111883.0	38.0	2720.0	97.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/341/945/GCF_004341945.1_ASM434194v1	Longicatena.json	0.0	GCF_004341945.1	0.0	0.0	Longicatena	genus
				Lysinibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0	0	0.0								Lysinibacillus.json	0.0		0.0	0.0	Lysinibacillus	genus
	0.0		Mageeibacillus indolicus	Mageeibacillus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					species in vaginal microbiome	Personal communication									Gram-	Obligate anaerobe											Mageeibacillus.json					Mageeibacillus	genus
				Mammaliicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Mammaliicoccus.json	0.0		0.0	0.0	Mammaliicoccus	genus
	0.0	Marinospirillum alkaliphilum DSM 21637	Marinospirillum alkaliphilum	Marinospirillum	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	Mouse	1122209.0		GCF_900119735.1	2599185147.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Non-marine Saline and Alkaline	Gram-	Aerobe		Motile	0.0	3137549.0	2963.0	1713750.0	55.0	2897.0	97.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/735/GCF_900119735.1_IMG-taxon_2599185147_annotated_assembly	Marinospirillum.json	0.0				Marinospirillum	genus
Bryantella formatexigens DSM 14469 (478749.5)	2.0	Marvinbryantia formatexigens DSM 14469	Marvinbryantia formatexigens	Marvinbryantia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	478749.0	478749.5	GCF_900102475.1	2562617090.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe		Nonmotile	0.0	4548960.0	4960.0	2254223.0	50.0	4896.0	98.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/475/GCF_900102475.1_IMG-taxon_2599185228_annotated_assembly	Marvinbryantia.json		GCF_000392615.1			Marvinbryantia	genus
	0.0	Massilibacterium senegalense DSM 100455	Massilibacterium senegalense	Massilibacterium	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1632858.0		GCF_001375675.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/675/GCF_001375675.1_Massilibacterium_senegalense	Massilibacterium.json		GCF_001375675.1			Massilibacterium	genus
	0.0	Massilioclostridium coli DSM 103344	Massilioclostridium coli	Massilioclostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1870991.0		GCF_900095865.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/865/GCF_900095865.1_PRJEB15310	Massilioclostridium.json		GCF_900095865.1			Massilioclostridium	genus
				Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0							Gram+		0.0		0.0								Mediterraneibacter.json	0.0		0.0		Mediterraneibacter	genus
				Megamonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram-		0.0		0.0								Megamonas.json				0.0	Megamonas	genus
				Megasphaera	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram-		0.0		0.0								Megasphaera.json					Megasphaera	genus
Meiothermus silvanus DSM 9946 (526227.6)	1.0	Meiothermus silvanus DSM 9946	Meiothermus silvanus	Meiothermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	Human	526227.0	526227.6	GCF_000092125.1	646564546.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe	0.0	Nonmotile	0.0	3721669.0	3720.0	2334056.0	63.0	3665.0	98.52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1	Meiothermus.json	0.0				Meiothermus	genus
	0.0	Merdibacter massiliensis	Merdibacter massiliensis	Merdibacter	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human	1871030.0		GCF_900155395.1	2788499994.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	2466486.0	2453.0	988336.0	40.0	2368.0	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/395/GCF_900155395.1_PRJEB18752	Merdibacter.json	0.0		0.0	0.0	Merdibacter	genus
	2.0		Mesomycoplasma hyopneumoniae	Mesomycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes						Gram-	Aerobe	0.0		0.0								Mesomycoplasma.json	0.0				Mesomycoplasma	genus
	2.0			Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0			Unclassified	Unclassified	Gram-	Aerobe		Motile	0.0				63.0				Mesorhizobium.json					Mesorhizobium	genus
	2.0		Metamycoplasma hominis	Metamycoplasma	Metamycoplasmataceae	Mycoplasmoidales	Mollicutes	Tenericutes	Bacteria	Human							0.0	0.0	Yes						Gram-	Aerobe	0.0		0.0				27.0				Metamycoplasma.json					Metamycoplasma	genus
				Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Human				646311943.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	Obligate anaerobe				2937203.0	2283.0	958732.0	33.0	2217.0	97.11		Methanobrevibacter.json					Methanobrevibacter	genus
	0.0	Methanomassiliicoccus luminyensis B10	Methanomassiliicoccus luminyensis	Methanomassiliicoccus	Methanomassiliicoccaceae	Methanomassiliicoccales	Thermoplasmata	Candidatus Thermoplasmatota	Archaea	Human	1175296.0		GCF_000308215.1	2518645582.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	0	0.0	2620233.0	2669.0	1584687.0	60.0	2625.0	98.35	https://www.ncbi.nlm.nih.gov/assembly/GCF_000308215.1	Methanomassiliicoccus.json				0.0	Methanomassiliicoccus	genus
Methanosphaera stadtmanae DSM 3091 (339860.6)	2.0	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae	Methanosphaera	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	Human	339860.0	339860.6	GCF_000012545.1	637000163.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe		Nonmotile	0.0	1767403.0	1592.0	488399.0	28.0	1536.0	96.48	https://www.ncbi.nlm.nih.gov/assembly/GCF_000012545.1	Methanosphaera.json					Methanosphaera	genus
	2.0			Methylobacterium	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram-		0.0		0.0								Methylobacterium.json	0.0			0.0	Methylobacterium	genus
Methylobacterium populi BJ001 (441620.7)	2.0	Methylorubrum populi BJ001	Methylorubrum populi	Methylorubrum	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	441620.0	441620.7	GCF_000019945.1	642555139.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram-	Aerobe	0.0	Motile	0.0	5848997.0	5538.0	4056880.0	69.0	5464.0	98.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/945/GCF_000019945.1_ASM1994v1	Methylorubrum.json					Methylorubrum	genus
			Methyloversatilis universalis	Methyloversatilis	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative	0.0	0	0.0								Methyloversatilis.json	0.0		0.0		Methyloversatilis	genus
				Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0					Gram+	Facultative	0.0		0.0								Microbacterium.json	0.0				Microbacterium	genus
			Micrococcus luteus	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0							Gram+	Obligate aerobe	0.0		0.0								Micrococcus.json	0.0		0.0	0.0	Micrococcus	genus
Micromonospora aurantiaca ATCC 27029 (644283.3)	2.0	Micromonospora aurantiaca ATCC 27029	Micromonospora aurantiaca	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria	Human	644283.0	644283.3	GCF_000145235.1	648028042.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Aerobe		0	0.0	7025559.0	6360.0	5116162.0	73.0	6297.0	99.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/235/GCF_000145235.1_ASM14523v1	Micromonospora.json	0.0			0.0	Micromonospora	genus
	0.0	Microvirga massiliensis	Microvirga massiliensis	Microvirga	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	1033741.0		GCF_001006805.1	2802429303.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	8892715.0	9044.0	5627543.0	63.0	8969.0	99.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/805/GCF_001006805.1_Microvirga_massiliensis_JC119	Microvirga.json	0.0	NZ_LN811350	0.0	0.0	Microvirga	genus
				Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram-	Anaerobe	0.0						58.0				Mitsuokella.json			0.0		Mitsuokella	genus
	0.0	Mobilicoccus massiliensis DSM 29065	Mobilicoccus massiliensis	Mobilicoccus	Dermatophilaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human	1522310.0		GCF_000826525.2		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/525/GCF_000826525.2_Mobilicoccus_massiliensis_SIT2	Mobilicoccus.json		GCF_000826525.2			Mobilicoccus	genus
				Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated			Reproductive system		Anaerobe	0.0										Mobiluncus.json					Mobiluncus	genus
Mogibacterium sp. CM50 (936375.3)	0.0			Mogibacterium	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		936375.3					0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	0	0.0				44.0				Mogibacterium.json			0.0	0.0	Mogibacterium	genus
				Moraxella	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Moraxella.json	0.0		0.0	0.0	Moraxella	genus
			Morganella morganii	Morganella	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	0	0.0		0.0				51.0				Morganella.json	0.0		0.0	0.0	Morganella	genus
	0.0	Mucispirillum schaedleri ASF457	Mucispirillum schaedleri	Mucispirillum	Deferribacteraceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	Mouse	1379858.0				Personal communication, Dr. Jan Krumsiek	Personal communication									Gram-	Anaerobe										https://www.ncbi.nlm.nih.gov/assembly/GCF_000487995.1/	Mucispirillum.json		GCF_000487995.1			Mucispirillum	genus
	0.0			Murdochiella	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	Human					PMID:30745586	Literature research									Gram+												Murdochiella.json					Murdochiella	genus
	0.0	Muribaculum intestinale	Muribaculum intestinale	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Mouse	1796646.0		GCF_001688845.2	2757320696.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	3307069.0	2858.0	1657507.0	50.0	2785.0	97.45	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/845/GCF_001688845.2_ASM168884v2	Muribaculum.json	0.0		0.0	0.0	Muribaculum	genus
	0.0	Muricomes intestini	Muricomes intestini	Muricomes	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1796634.0		GCF_004346165.1	2784746785.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	3717384.0	3672.0	1602151.0	43.0	3491.0	95.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/165/GCF_004346165.1_ASM434616v1	Muricomes.json	0.0	GCF_004346165.1	0.0	0.0	Muricomes	genus
	0.0	Murimonas intestini	Murimonas intestini	Murimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1337051.0		GCF_902363655.1	2756170274.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	5754343.0	4947.0	2615774.0	45.0	4864.0	98.32	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/363/655/GCF_902363655.1_MGYG-HGUT-00135	Murimonas.json	0.0		0.0	0.0	Murimonas	genus
				Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes						Gram+		0.0		0.0								Mycobacterium.json	0.0				Mycobacterium	genus
	2.0		Mycobacteroides abscessus	Mycobacteroides	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0				64.0				Mycobacteroides.json	0.0		0.0	0.0	Mycobacteroides	genus
Mycobacterium fortuitum subsp. fortuitum DSM 46621 (1214102.3)	2.0	Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387	Mycolicibacterium fortuitum	Mycolicibacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1214102.0	1214102.3	GCF_001050075.1	2684623074.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	6257075.0	7519.0	3915781.0	66.0	7447.0	99.04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/075/GCF_001050075.1_Mycobacterium_fortuitum_ATCC_6841	Mycolicibacterium.json	0.0		0.0	0.0	Mycolicibacterium	genus
	2.0		Mycoplasma pneumoniae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	Human							0.0	0.0	Yes	0.0			Unclassified		Gram-	Aerobe	0.0		0.0				40.0				Mycoplasma.json	0.0		0.0	0.0	Mycoplasma	genus
			Myroides odoratimimus	Myroides	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated		Unclassified		Gram-	Aerobe	0.0	0	0.0				34.0				Myroides.json				0.0	Myroides	genus
	0.0			Natranaerovirga	unclassified Clostridiales	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental		Unclassified		Gram+	Anaerobe	0.0	0	0.0								Natranaerovirga.json	0.0		0.0	0.0	Natranaerovirga	genus
	0.0	Neglectibacter timonensis DSM 102082	Neglectibacter timonensis	Neglectibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1776382.0		GCF_900048895.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/048/895/GCF_900048895.1_PRJEB12697	Neglectibacter.json		GCF_900048895.1			Neglectibacter	genus
				Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0							Gram-	Microaerophile	0.0		0.0								Neisseria.json	0.0		0.0	0.0	Neisseria	genus
	0.0	Neobacillus jeddahensis DSM 28281	Neobacillus jeddahensis	Neobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1461580.0		GCF_000612625.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/625/GCF_000612625.1_JCE	Neobacillus.json		GCF_000612625.1			Neobacillus	genus
	0.0	Neofamilia massiliensis DSM 100639	Neofamilia massiliensis	Neofamilia	Eubacteriales incertae sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1673724.0		GCF_001299475.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/475/GCF_001299475.1_Neofamilia_massiliensis	Neofamilia.json		GCF_001299475.1			Neofamilia	genus
	0.0	Nesterenkonia massiliensis	Nesterenkonia massiliensis	Nesterenkonia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human	1232429.0		GCF_000455245.1	2602041911.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Intestine	Digestive system	Gram+	Aerobe	0.0	0		2641000.0	2587.0	1661132.0	63.0	2531.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/245/GCF_000455245.1_Nm_NP1	Nesterenkonia.json		NZ_HG005165	0.0	0.0	Nesterenkonia	genus
	0.0	Nevskia ramosa DSM 11499	Nevskia ramosa	Nevskia	Sinobacteraceae	Nevskiales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1122603.0		GCF_000420645.1	2523231050.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Wetlands	Freshwater	Gram-	Aerobe	0.0	0	0.0	4515285.0	4071.0	2908683.0	64.0	4011.0	98.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/645/GCF_000420645.1_ASM42064v1	Nevskia.json	0.0				Nevskia	genus
Bacillus nealsonii AAU1 (1202533.3)	2.0	Niallia nealsonii AAU1	Niallia nealsonii	Niallia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1202533.0	1202533.3	GCF_000401235.1	2541047554.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Facultative anaerobe	0.0	0	0.0	4978389.0	4864.0	1747477.0	35.0	4789.0	98.46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/401/235/GCF_000401235.1_BacNeaAAU1	Niallia.json	0.0	GCF_000161435.1	0.0	0.0	Niallia	genus
	0.0	Nigerium massiliense	Nigerium massiliense	Nigerium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1522317.0		GCF_000826085.1	2636415533.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	2934258.0	2766.0	2065287.0	70.0	2705.0	97.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/085/GCF_000826085.1_Nigerium_massiliensis_SIT7	Nigerium.json	0.0		0.0	0.0	Nigerium	genus
	0.0	Candidatus Nitrososphaera gargensis Ga9.2	Candidatus Nitrososphaera gargensis	Nitrososphaera	Nitrososphaeraceae	Nitrososphaerales	Nitrososphaeria	Thaumarchaeota	Archaea	Human	1237085.0		GCF_000303155.1		PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0							Gram-	Aerobe	0.0	0	0.0							https://www.ncbi.nlm.nih.gov/assembly/GCF_000303155.1/	Nitrososphaera.json	0.0	GCF_000167395.1	0.0	0.0	Nitrososphaera	genus
	0.0	Nocardioides massiliensis	Nocardioides massiliensis	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1325935.0		GCF_900067705.1		PMID:25567229	Literature research									Gram+	Obligate aerobe										ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/067/705/GCA_900067705.1_Nocardioides_massiliensis_str._GD13	Nocardioides.json					Nocardioides	genus
	0.0	Nosocomiicoccus massiliensis	Nosocomiicoccus massiliensis	Nosocomiicoccus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1232430.0		GCF_000438455.1	2600255096.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Aerobe	0.0	0	0.0	1509734.0	1684.0	551555.0	37.0	1633.0	96.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/438/455/GCF_000438455.1_Nosocomiicoccus_NP2_v1	Nosocomiicoccus.json	0.0	NZ_CAVG010000001	0.0	0.0	Nosocomiicoccus	genus
	0.0	Noviherbaspirillum massiliense JC206	Noviherbaspirillum massiliense	Noviherbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	1095769.0		GCF_000312045.1		PMID:25567229	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/045/GCF_000312045.1_ASM31204v1	Noviherbaspirillum.json					Noviherbaspirillum	genus
Novosphingobium aromaticivorans DSM 12444 (279238.18)	1.0	Novosphingobium aromaticivorans DSM 12444	Novosphingobium aromaticivorans	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	279238.0	279238.18	GCF_000013325.1	640427126.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes		Environmental	Aquatic	Unclassified	Sediment	Gram-	Obligate aerobe		Nonmotile	0.0	4233314.0	4038.0	2756420.0	65.0	3957.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/325/GCF_000013325.1_ASM1332v1	Novosphingobium.json	0.0				Novosphingobium	genus
	0.0	Numidum massiliense	Numidum massiliense	Numidum	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1522315.0		GCF_001375555.1	2671180477.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Nonmotile	0.0	3754846.0	3515.0	1912729.0	51.0	3440.0	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/555/GCF_001375555.1_Numidum_massiliensis	Numidum.json	0.0	NZ_CTDZ01000001	0.0		Numidum	genus
	0.0		Obesumbacterium proteus	Obesumbacterium	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	0		0	0.0				49.0				Obesumbacterium.json	0.0		0.0	0.0	Obesumbacterium	genus
	0.0			Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								Oceanobacillus.json	0.0		0.0	0.0	Oceanobacillus	genus
				Odoribacter	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-		0.0										Odoribacter.json				0.0	Odoribacter	genus
