pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	refseq id	sample body site	habitat	cell shape	id	summary_rank
	0.0						Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								g__Apilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus			0.0	0.0	0.0	g__Apilactobacillus	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Aerobe			0.0								g__Aquipseudomonas.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Aquipseudomonas			0.0			g__Aquipseudomonas	genus
Does not have a strain ID	0.0	Human	59196.0		GCF_000168295.1	2562617066.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram-	Facultative	0.0	Nonmotile	0.0	1581239.0	1460.0	598773.0	38.0	1410.0	96.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/295/GCF_000168295.1_ASM16829v1	g__Aquirickettsiella.json	59196.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquirickettsiella	s__Aquirickettsiella grylli		0.0			g__Aquirickettsiella	genus
Propionibacterium propionicum F0230a (767029.3)		Human		767029.3					0.0	0.0	Yes						Gram+		0.0		0.0								g__Arachnia.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia						g__Arachnia	genus
Arcanobacterium haemolyticum DSM 20595 (644284.3)	2.0	Human	644284.0	644284.3	GCF_000092365.1	646564505.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile		1986154.0	1885.0	1055308.0	53.0	1821.0	96.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/365/GCF_000092365.1_ASM9236v1	g__Arcanobacterium.json	644284.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Arcanobacterium	s__Arcanobacterium haemolyticum					g__Arcanobacterium	genus
	0.0	Human	872965.0		GCF_001293545.1	2651869644.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Facultative	0.0	0	0.0	3559695.0	3081.0	2120284.0	60.0	3026.0	98.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/545/GCF_001293545.1_ASM129354v1	g__Ardenticatena.json	872965.0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Ardenticatenales	f__Ardenticatenaceae	g__Ardenticatena	s__Ardenticatena maritima	GCF_001293545.1	0.0	0.0	0.0	g__Ardenticatena	genus
	0.0	Human	1121019.0		GCF_000430705.1	2524023227.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Unclassified	Unclassified	Unclassified	Gram+	Obligate aerobe	0.0	Nonmotile	0.0	4585800.0	4516.0	2915644.0	64.0	4452.0	98.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/705/GCF_000430705.1_ASM43070v1	g__Arthrobacter_C.json	1121019.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_C	s__Arthrobacter_C castelli	GCF_000014025.1	0.0			g__Arthrobacter_C	genus
Escherichia hermannii NBRC 105704 (1115512.3)	2.0	Human	1115512.0	1115512.3	GCF_000248015.1	2514752030.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Skin	Gram-	Facultative	0.0	Motile	0.0	4495280.0	4229.0	2430901.0	54.0	4160.0	98.37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/248/015/GCF_000248015.1_ASM24801v2	g__Atlantibacter.json	1115512.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Atlantibacter	s__Atlantibacter hermannii	GCF_000191665.1	0.0			g__Atlantibacter	genus
Atopobium minutum 10063974 (997872.3)	2.0	Human	997872.0	997872.3	GCF_000364325.1	2531839302.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	1706361.0	1590.0	835149.0	49.0	1539.0	96.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/325/GCF_000364325.1_Atop_minu_V1	g__Atopobium.json	997872.0	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Atopobium	s__Atopobium minutum		0.0		0.0	g__Atopobium	genus
	0.0	Human	678932.0		GCF_003703835.1	2831686037.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	0	0.0	0	0.0	2589795.0	2550.0	1536725.0	59.0	2478.0	97.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/703/835/GCF_003703835.1_ASM370383v1	g__Auritidibacter.json	678932.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Auritidibacter	s__Auritidibacter ignavus	GCF_003703835.1	0.0	0.0	0.0	g__Auritidibacter	genus
Dechlorosoma suillum PS (640081.3)	0.0	Human	640081.0	640081.3	GCF_000236665.1	2508501046.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	Facultative	0.0	Nonmotile	0.0	3806980.0	3539.0	2488533.0	65.0	3474.0	98.16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/665/GCF_000236665.1_ASM23666v1	g__Azospira.json	640081.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azospira	s__Azospira oryzae		0.0			g__Azospira	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Bacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus			0.0		0.0	g__Bacillus	genus
		Human							0.0	0.0	Yes						Gram+		0.0		0.0								g__Bacillus_A.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A						g__Bacillus_A	genus
	0.0	Human	1367477.0		GCF_000473245.1	2554235446.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram+	Aerobe	0.0	0	0.0	4884713.0	5178.0	2248593.0	46.0	5066.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/245/GCF_000473245.1_ASM47324v1	g__Bacillus_AB.json	1367477.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Cytobacillaceae	g__Bacillus_AB	s__Bacillus_AB infantis		0.0	0.0		g__Bacillus_AB	genus
	0.0	Human	1622072.0		GCF_001243895.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/243/895/GCF_001243895.1_Bacillus_testis	g__Bacillus_AD.json	1622072.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__DSM-1321	g__Bacillus_AD	s__Bacillus_AD testis	GCF_001243895.1				g__Bacillus_AD	genus
	0.0	Human	1522318.0		GCF_001375515.1	2690315818.0	PMID:29076642	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	2784637.0	2669.0	980134.0	35.0	2568.0	96.22	https://www.ncbi.nlm.nih.gov/assembly/GCF_001375515.1	g__Bacillus_BK.json	1522318.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Caldibacillaceae	g__Bacillus_BK	s__Bacillus_BK kwashiorkori		0.0	0.0	0.0	g__Bacillus_BK	genus
	0.0	Human	1476857.0		GCF_000821085.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/085/GCF_000821085.1_PRJEB5955_assembly_1	g__Bacillus_D.json	1476857.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Cytobacillaceae	g__Bacillus_D	s__Bacillus_D sp000821085	GCF_000821085.1				g__Bacillus_D	genus
Bacillus smithii 7_3_47FAA (665952.3)	1.0	Human	665952.0	665952.3	GCF_000238675.1	2513237385.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Facultative anaerobe	0.0	0		3224201.0	3401.0	1311319.0	41.0	3294.0	96.85	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/675/GCF_000238675.1_Baci_smit_7_3_47FAA_V1	g__Bacillus_O.json	665952.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__DSM-4216	g__Bacillus_O	s__Bacillus_O smithii				0.0	g__Bacillus_O	genus
									0.0	0.0	Yes	0.0					Gram-	Obligate anaerobe	0.0										g__Bacteroides.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides				0.0		g__Bacteroides	genus
	1.0	Human				2503982039.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Engineered	Solid waste	Unclassified	Animal waste	Gram-	Obligate anaerobe	0.0		0.0	2991798.0	2539.0	1046824.0	35.0	2461.0	96.93		g__Bacteroides_E.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_E			0.0			g__Bacteroides_E	genus
Bacteroides pectinophilus ATCC 43243 (483218.5)	2.0	Human	483218.0	483218.5	GCF_000155855.1	642979337.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	3025526.0	3293.0	1268609.0	42.0	3246.0	98.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/855/GCF_000155855.1_ASM15585v1	g__Bacteroides_F.json	483218.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bacteroides_F	s__Bacteroides_F pectinophilus					g__Bacteroides_F	genus
Barnesiella intestinihominis YIT 11860 (742726.3)	2.0	Human	742726.0	742726.3	GCF_000296465.1	2529292932.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	Nonmotile		3433706.0	2880.0	1507770.0	44.0	2813.0	97.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/296/465/GCF_000296465.1_Barn_inte_YIT_11860_V1	g__Barnesiella.json	742726.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	s__Barnesiella intestinihominis					g__Barnesiella	genus
	2.0	Human							0.0	0.0	Yes	0.0	Host-associated		Unclassified	Unclassified	Gram-	Aerobe	0.0	0	0.0				39.0				g__Bartonella.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Bartonella	s__Bartonella quintana		0.0		0.0	g__Bartonella	genus
		Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes						Gram-	Aerobe	0.0	Motile	0.0								g__Bdellovibrio.json		d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio			0.0			g__Bdellovibrio	genus
	0.0	Human	1585974.0		GCF_000829905.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/905/GCF_000829905.1_Beduini_massiliensis_GM1	g__Beduini.json	1585974.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Beduini	s__Beduini massiliensis	GCF_000829905.1				g__Beduini	genus
									0.0	0.0	Yes	0.0					Gram+												g__Bifidobacterium.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium						g__Bifidobacterium	genus
	0.0	Human	1408436.0		GCF_000621585.1	2558860138.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Obligate anaerobe	0.0	Motile	0.0	3331935.0	2854.0	1640463.0	49.0	2776.0	97.27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/585/GCF_000621585.1_ASM62158v1	g__Bilifractor.json	1408436.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bilifractor	s__Bilifractor cellulosolvens	NZ_KK211309	0.0	0.0		g__Bilifractor	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Anaerobe	0.0	0	0.0				59.0				g__Bilophila.json		d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__Bilophila wadsworthia	GCF_000224655.1				g__Bilophila	genus
	0.0	Human				2775506834.0		Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	0	0.0	0	0.0	2803346.0	2676.0	1770118.0	63.0	2600.0	97.16		g__Bittarella.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Bittarella	s__Bittarella massiliensis		0.0	0.0	0.0	g__Bittarella	genus
	0.0	Human	1211815.0		GCF_000582785.1	2600255077.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	3864252.0	3841.0	2829888.0	73.0	3779.0	98.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/582/785/GCF_000582785.1_B.massiliensis	g__Blastococcus.json	1211815.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus massiliensis		0.0	0.0	0.0	g__Blastococcus	genus
									0.0	0.0	Yes	0.0	Host-associated				Gram+	Anaerobe	0.0		0.0								g__Blautia.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia			0.0	0.0	0.0	g__Blautia	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0										g__Blautia_A.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A						g__Blautia_A	genus
	0.0	Human							0.0	0.0	Yes	0.0					Gram+		0.0	Nonmotile	0.0								g__Bombiscardovia.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bombiscardovia			0.0	0.0	0.0	g__Bombiscardovia	genus
	0.0	Human				2687453479.0			0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	4912977.0	4659.0	3294777.0	67.0	4577.0	98.24		g__Bordetella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Bordetella	s__Bordetella hinzii	GCF_001078275.1	0.0	0.0	0.0	g__Bordetella	genus
	0.0	Human	2508949.0		GCF_004134775.1		PMID:30658995	Literature research	0.0	0.0							Gram+	0	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/134/775/GCF_004134775.1_ASM413477v1	g__Borkfalkia.json	2508949.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia ceftriaxoniphila	GCF_004134775.1	0.0	0.0	0.0	g__Borkfalkia	genus
Brachybacterium paraconglomeratum LC44 (1064537.3)	2.0	Human	1064537.0	1064537.3	GCF_000233655.1	2548876523.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative	0.0	0	0.0	3784483.0	3480.0	2738809.0	72.0	3405.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/655/GCF_000233655.1_LC44-4.0	g__Brachybacterium.json	1064537.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium conglomeratum		0.0	0.0	0.0	g__Brachybacterium	genus
		Human							0.0	0.0							Gram-	Anaerobe	0.0		0.0								g__Brachyspira.json		d__Bacteria	p__Spirochaetota	c__Brachyspiria	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira			0.0	0.0	0.0	g__Brachyspira	genus
		Human							0.0	0.0	Yes	0.0					Gram-				0.0				64.0				g__Bradyrhizobium.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium						g__Bradyrhizobium	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								g__Brevibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus			0.0	0.0	0.0	g__Brevibacillus	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Aerobe	0.0		0.0								g__Brevibacterium.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium					0.0	g__Brevibacterium	genus
		Human							0.0	0.0	Yes	0.0					Gram-		0.0	0	0.0								g__Brevundimonas.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas			0.0		0.0	g__Brevundimonas	genus
	0.0	Human	1121126.0		GCF_000525935.1	2773858004.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Facultative	0.0	Nonmotile	0.0	2489924.0	2512.0	905610.0	36.0	2409.0	95.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/525/935/GCF_000525935.1_BthermosphactaTYPE	g__Brochothrix.json	1121126.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	s__Brochothrix thermosphacta		0.0			g__Brochothrix	genus
		Human							0.0	0.0	Yes						Gram-	Aerobe	0.0		0.0								g__Brucella.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Brucella			0.0			g__Brucella	genus
		Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human		Digestive system	Gram+	Anaerobe	0.0		0.0								g__Bulleidia.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia					0.0	g__Bulleidia	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Obligate aerobe	0.0		0.0				67.0				g__Burkholderia.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia			0.0		0.0	g__Burkholderia	genus
Butyricicoccus pullicaecorum 1.2 (1203606.4)	2.0	Human	1203606.0	1203606.4	GCF_000398925.1	2537561731.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	0	0.0	0		3299517.0	3201.0	1784417.0	54.0	3112.0	97.22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/398/925/GCF_000398925.1_Buty_pull_1_20_V1	g__Butyricicoccus.json	1203606.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum				0.0	g__Butyricicoccus	genus
		Human															Gram-												g__Butyricimonas.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas		GCF_900091675.1				g__Butyricimonas	genus
Butyrivibrio proteoclasticus B316 (515622.3)	1.0	Human	515622.0	515622.3	GCF_000145035.1	648028012.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Anaerobe	0.0	Motile		4404886.0	3879.0	1762323.0	40.0	3811.0	98.25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/035/GCF_000145035.1_ASM14503v1	g__Butyrivibrio.json	515622.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio proteoclasticus					g__Butyrivibrio	genus
	0.0	Human	351627.0		GCF_000016545.1	640427106.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Anaerobe		0	0.0	2970275.0	2834.0	1047143.0	35.0	2760.0	97.39	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/545/GCF_000016545.1_ASM1654v1	g__Caldicellulosiruptor.json	351627.0	d__Bacteria	p__Bacillota	c__Thermoanaerobacteria	o__Caldicellulosiruptorales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor	s__Caldicellulosiruptor saccharolyticus	GCF_000407285.15	0.0			g__Caldicellulosiruptor	genus
	0.0	Human							0.0	0.0	Yes	0.0	0	0	0	0	Gram+		0.0	0	0.0								g__Caldifermentibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Caldibacillaceae	g__Caldifermentibacillus				0.0	0.0	g__Caldifermentibacillus	genus
		Human							0.0	0.0							Gram-	Microaerophile	0.0		0.0								g__Campylobacter.json		d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter			0.0	0.0	0.0	g__Campylobacter	genus
		Human							0.0	0.0	Yes		Host-associated	Human		Digestive system	Gram-	Microaerophile	0.0		0.0								g__Campylobacter_A.json		d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A						g__Campylobacter_A	genus
		Human							0.0	0.0							Gram-	Microaerophile	0.0		0.0								g__Campylobacter_B.json		d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_B			0.0	0.0	0.0	g__Campylobacter_B	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Microaerophile	0.0		0.0								g__Campylobacter_D.json		d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D			0.0	0.0	0.0	g__Campylobacter_D	genus
	0.0	Human	1031920.0		GCF_002220735.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram-	Microaerophile	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/735/GCF_002220735.1_ASM222073v1	g__Campylobacter_F.json	1031920.0	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_F	s__Campylobacter_F sputorum	GCF_002220735.1	0.0	0.0	0.0	g__Campylobacter_F	genus
		Human							0.0	0.0	Yes	0.0	Host-associated				Gram-	Facultative	0.0										g__Capnocytophaga.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga						g__Capnocytophaga	genus
	0.0	Human	1120746.0		GCF_000752215.1		PMID:25567229	Literature research																				ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/215/GCF_000752215.1_Amazonia_massiliensis	g__Caproiciproducens.json	1120746.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Caproiciproducens	s__Caproiciproducens sp000752215					g__Caproiciproducens	genus
		Human						Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Aerobe	0.0	0	0.0								g__Cardiobacterium.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium					0.0	g__Cardiobacterium	genus
		Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0								g__Carnobacterium.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium	s__Carnobacterium maltaromaticum		0.0		0.0	g__Carnobacterium	genus
Catenibacterium mitsuokai DSM 15897 (451640.5)	2.0	Human	451640.0	451640.5	GCF_000173795.1	643886110.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	2671313.0	3052.0	983508.0	37.0	2977.0	97.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/173/795/GCF_000173795.1_ASM17379v1	g__Catenibacterium.json	451640.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Catenibacterium	s__Catenibacterium mitsuoka_A	NZ_LAYJ01000078				g__Catenibacterium	genus
Catonella morbi ATCC 51271 (592026.3)	1.0	Human	592026.0	592026.3	GCF_000160035.2	643886188.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram+	Anaerobe	0.0	0		2041839.0	2005.0	959280.0	47.0	1950.0	97.26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/035/GCF_000160035.2_ASM16003v2	g__Catonella.json	592026.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	s__Catonella morbi	GCF_000160035.2			0.0	g__Catonella	genus
