2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	refseq id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body site	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	habitat	pubseedid	annotation version id	cell shape	id	summary_rank
0.0	Human	1247726.0	GCF_000521505.1	GCF_000521505.1	2548877156.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Solid waste	Composting	Unknown material	Gram-	Obligate aerobe		Motile	0.0	0.0	4764126.0	4129.0	2583218.0	54.0	4084.0	98.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1	s__Advenella_mimigardefordensis.json	1247726.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Advenella	s__Advenella mimigardefordensis					s__Advenella_mimigardefordensis	species
0.0	Human	755172.0	GCF_001553115.1	GCF_001553115.1	2775506924.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	0.0	1832036.0	1769.0	817576.0	45.0	1728.0	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/115/GCF_001553115.1_ASM155311v1	s__Aedoeadaptatus_coxii.json	755172.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Aedoeadaptatus	s__Aedoeadaptatus coxii	0.0			0.0	s__Aedoeadaptatus_coxii	species
0.0	Human	525247.0	GCF_001466745.1	GCF_001466745.1	2687453475.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Microaerophile	0.0	0	0.0	0.0	1634920.0	1578.0	640670.0	39.0	1502.0	95.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/466/745/GCF_001466745.1_DSM15819v1.0	s__Aerococcus_christensenii.json	525247.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus christensenii	0.0			0.0	s__Aerococcus_christensenii	species
2.0	Human	1175629.0	GCF_000178435.1	GCF_000262085.1	2548877014.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Microaerophile	0.0	0	0.0	0.0	1994039.0	1856.0	785950.0	39.0	1799.0	96.93	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/085/GCF_000262085.1_AeroviriLL11.0	s__Aerococcus_urinaeequi.json	1175629.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus urinaeequi	0.0	Aerococcus viridans LL1 (1175629.3)	1175629.3	0.0	s__Aerococcus_urinaeequi	species
2.0	Human	655812.0		GCF_000178435.1	647000207.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Air	Unclassified	Unclassified	Gram+	Microaerophile	0.0	Nonmotile	0.0	0.0	2005853.0	1976.0	791381.0	39.0	1929.0	97.62	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/435/GCF_000178435.1_ASM17843v1	s__Aerococcus_viridans.json	655812.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus viridans		Aerococcus viridans ATCC 11563 (655812.3)	655812.3		s__Aerococcus_viridans	species
1.0	Human	1033730.0	GCF_000312105.1	GCF_000312105.1	2636416159.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Motile			6757104.0	7156.0	4426853.0	66.0	7042.0	98.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/105/GCF_000312105.1_ASM31210v1	s__Aeromicrobium_massiliense.json	1033730.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Aeromicrobium	s__Aeromicrobium massiliense		Aeromicrobium sp. JC14 (1033730.3)	1033730.3		s__Aeromicrobium_massiliense	species
2.0	Human	878320.0	GCF_000262085.1	GCF_000208825.1	651324007.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Facultative anaerobe	0.0	Motile	0.0	0.0	4439218.0	4182.0	2727168.0	61.0	4103.0	98.11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/825/GCF_000208825.1_ASM20882v1	s__Aeromonas_caviae.json	878320.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas caviae		Aeromonas caviae Ae398 (878320.4)	878320.4		s__Aeromonas_caviae	species
2.0	Human						Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified		Gram-	Facultative anaerobe	0.0	0	0.0	0.0				62.0				s__Aeromonas_dhakensis.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas dhakensis	0.0			0.0	s__Aeromonas_dhakensis	species
2.0	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0	0.0								s__Aeromonas_hydrophila.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas hydrophila	0.0				s__Aeromonas_hydrophila	species
0.0	Human	1458276.0	GCF_000014805.1	GCF_000708125.1	2609460199.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Facultative anaerobe	0.0	0	0.0	0.0	4478089.0	4118.0	2643974.0	59.0	4035.0	97.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/125/GCF_000708125.1_RIV2	s__Aeromonas_jandaei.json	1458276.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas jandaei	0.0			0.0	s__Aeromonas_jandaei	species
2.0	Human	1208104.0		GCF_000287215.2	2519899598.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Unclassified	Gram-	Facultative anaerobe	0.0	0	0.0	0.0	4319238.0	4098.0	2651250.0	61.0	4020.0	98.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/215/GCF_000287215.2_ASM28721v3	s__Aeromonas_media.json	1208104.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas media	0.0	Aeromonas media WS (1208104.3)	1208104.3	0.0	s__Aeromonas_media	species
2.0	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0			0.0				59.0				s__Aeromonas_veronii.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas veronii				0.0	s__Aeromonas_veronii	species
2.0	Human	1073383.0	GCF_000297995.1	GCF_000298015.1	2529292915.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Facultative anaerobe	0.0	0			4542842.0	4208.0	2657187.0	58.0	4117.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/298/015/GCF_000298015.1_Aero_vero_AMC34_V1	s__Aeromonas_veronii_A.json	1073383.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas veronii_A		Aeromonas veronii AMC34 (1073383.3)	1073383.3	0.0	s__Aeromonas_veronii_A	species
2.0	Human	1197906.0	GCF_000204115.1	GCF_000308295.2	2551306146.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Aquatic	Drinking water	Freshwater	Gram-	0	0.0	0	0.0	0.0	5245459.0	5198.0	3191067.0	61.0	5125.0	98.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/295/GCF_000308295.2_Ab_34632	s__Afipia_birgiae.json	1197906.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia birgiae		Afipia birgiae 34632 (1197906.5)	1197906.5	0.0	s__Afipia_birgiae	species
0.0	Human	1408437.0		GCF_000701665.1	2561511082.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Intestine	Digestive system	Gram+	0	0.0	0	0.0	0.0	2652605.0	2763.0	1434154.0	54.0	2695.0	97.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/701/665/GCF_000701665.1_ASM70166v1	s__Agathobaculum_desmolans.json	1408437.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum desmolans				0.0	s__Agathobaculum_desmolans	species
	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Facultative anaerobic	0.0	Nonmotile		0.0				42.0				s__Aggregatibacter_aphrophilus.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter	s__Aggregatibacter aphrophilus					s__Aggregatibacter_aphrophilus	species
1.0	Human	888057.0		GCF_000185305.1	649989906.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram-	Facultative anaerobic	0.0	Nonmotile		0.0	1992124.0	2014.0	846173.0	42.0	1956.0	97.12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/305/GCF_000185305.1_ASM18530v1	s__Aggregatibacter_segnis.json	888057.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Aggregatibacter	s__Aggregatibacter segnis		Aggregatibacter segnis ATCC 33393 (888057.3)	888057.3		s__Aggregatibacter_segnis	species
2.0	Human	1281779.0		GCF_000349865.1	2537561587.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Rhizoplane	Gram-	0	0.0	0	0.0	0.0	5425293.0	5090.0	3249240.0	60.0	5045.0	99.12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/865/GCF_000349865.1_Cherry1.0	s__Agrobacterium_leguminum.json	1281779.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium leguminum	0.0	Agrobacterium tumefaciens str. Cherry 2E-2-2 (1281779.3)	1281779.3	0.0	s__Agrobacterium_leguminum	species
1.0	Human	1050720.0		GCF_000219665.1	2841398872.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	0	0.0	0	0.0	0.0	5465705.0	5294.0	3250686.0	59.0	5171.0	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/665/GCF_000219665.1_ASM21966v2	s__Agrobacterium_oryzihabitans.json	1050720.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium oryzihabitans		Agrobacterium tumefaciens F2 (1050720.3)	1050720.3		s__Agrobacterium_oryzihabitans	species
2.0	Human	1082932.0	GCF_001188835.1	GCF_000233975.1	2519899809.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Mine	Geologic	Gram-	0	0.0	Motile	0.0	0.0	5214870.0	5032.0	3104235.0	60.0	4982.0	99.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/233/975/GCF_000233975.1_ASM23397v2	s__Agrobacterium_radiobacter.json	1082932.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium radiobacter	0.0	Agrobacterium tumefaciens CCNWGS0286 (1082932.3)	1082932.3		s__Agrobacterium_radiobacter	species
0.0	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	0.0				57.0				s__Akkermansia_biwaensis.json		d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia biwaensis	0.0			0.0	s__Akkermansia_biwaensis	species
2.0	Human	349741.0		GCF_000020225.1	642555104.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile		0.0	2664102.0	2238.0	1485566.0	56.0	2176.0	97.23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/225/GCF_000020225.1_ASM2022v1	s__Akkermansia_muciniphila.json	349741.0	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila		Akkermansia muciniphila ATCC BAA-835 (349741.6)	349741.6		s__Akkermansia_muciniphila	species
2.0	Human	1156918.0		GCF_000275465.1	2537562045.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Engineered	Industrial production	Unclassified	Engineered product	Gram-	Aerobe		Nonmotile	0.0	0.0	3899625.0	3743.0	2229384.0	57.0	3681.0	98.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/465/GCF_000275465.1_Gretchen3	s__Alcaligenes_ammonioxydans.json	1156918.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Alcaligenes	s__Alcaligenes ammonioxydans		Alcaligenes faecalis subsp. faecalis NCIB 8687 (1156918.4)	1156918.4		s__Alcaligenes_ammonioxydans	species
0.0	Human	1218102.0		GCF_001748345.1	2600255060.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	Aerobe	0.0	0	0.0	0.0	4033686.0	3775.0	2285258.0	57.0	3709.0	98.25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/748/345/GCF_001748345.1_Afaecalis_assembly01	s__Alcaligenes_faecalis.json	1218102.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Alcaligenes	s__Alcaligenes faecalis	0.0			0.0	s__Alcaligenes_faecalis	species
	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	Motile						27.0				s__Aliarcobacter_butzleri.json		d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Aliarcobacter	s__Aliarcobacter butzleri					s__Aliarcobacter_butzleri	species
1.0	Human	388396.0	GCF_000020845.1	GCF_000020845.1	642555167.0	PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0	Host-associated	Mollusca	Unclassified	Unclassified	Gram-	Facultative	0.0	Motile	0.0	0.0	4503336.0	4175.0	1720248.0	38.0	4039.0	96.74	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/845/GCF_000020845.1_ASM2084v1	s__Aliivibrio_fischeri.json	388396.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Aliivibrio	s__Aliivibrio fischeri		Vibrio fischeri MJ11 (388396.11)	388396.11		s__Aliivibrio_fischeri	species
1.0	Human	312309.0	GCF_000011805.1	GCF_000011805.1	637000334.0	PMID:31092280	DAR genome selection	0.0	0.0	Yes	0.0	Host-associated	Mollusca	Unclassified	Unclassified	Gram-	Facultative	0.0	Motile	0.0	0.0	4284050.0	3984.0	1643110.0	38.0	3802.0	95.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/805/GCF_000011805.1_ASM1180v1	s__Aliivibrio_fischeri_B.json	312309.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Aliivibrio	s__Aliivibrio fischeri_B		Vibrio fischeri ES114 (312309.11)	312309.11		s__Aliivibrio_fischeri_B	species
1.0	Human	316275.0	GCF_000196495.1	GCF_000196495.1	643348506.0	PMID:31092280	DAR genome selection	0.0	0.0	Yes		Host-associated	Fish	Unclassified	Unclassified	Gram-	Facultative	0.0	Motile	0.0	0.0	4655660.0	4075.0	1814275.0	39.0	3911.0	95.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/495/GCF_000196495.1_ASM19649v1	s__Aliivibrio_salmonicida.json	316275.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Aliivibrio	s__Aliivibrio salmonicida		Aliivibrio salmonicida LFI1238 (316275.15)	316275.15		s__Aliivibrio_salmonicida	species
	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified		Gram-	Obligate anaerobe	0.0	Nonmotile										s__Alistipes_finegoldii.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes finegoldii					s__Alistipes_finegoldii	species
2.0	Human	1203611.0		GCF_000374505.1	2517572213.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Skin	Gram-	Obligate anaerobe	0.0	Nonmotile		0.0	3865648.0	3225.0	2235550.0	58.0	3160.0	97.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/505/GCF_000374505.1_ASM37450v1	s__Alistipes_onderdonkii.json	1203611.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii		Alistipes onderdonkii DSM 19147 (1120974.3)	1120974.3		s__Alistipes_onderdonkii	species
0.0	Human	1816676.0	GCF_900083545.1	GCF_900083545.1		PMID:30745586	Literature research									Gram-												ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/083/545/GCF_900083545.1_PRJEB13794	s__Alistipes_provencensis.json	1816676.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes provencensis					s__Alistipes_provencensis	species
2.0	Human	445970.0		GCF_000154465.1	641736205.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile		0.0	2549878.0	2799.0	1358268.0	53.0	2742.0	97.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/465/GCF_000154465.1_ASM15446v1	s__Alistipes_putredinis.json	445970.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes putredinis		Alistipes putredinis DSM 17216 (445970.5)	445970.5		s__Alistipes_putredinis	species
1.0	Mouse	1033732.0		GCF_000312145.1	2547132124.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe		Nonmotile			3985109.0	3212.0	2327189.0	58.0	3156.0	98.26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/145/GCF_000312145.1_ASM31214v1	s__Alistipes_senegalensis.json	1033732.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes senegalensis		Alistipes sp. JC50 (1033732.3)	1033732.3		s__Alistipes_senegalensis	species
2.0	Human	717959.0		GCF_000210575.1	650377904.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile			3763317.0	2616.0	2100660.0	58.0	2563.0	97.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/575/GCF_000210575.1_ASM21057v1	s__Alistipes_shahii.json	717959.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes shahii		Alistipes shahii WAL 8301 (717959.3)	717959.3		s__Alistipes_shahii	species
0.0	Human	1033731.0	NZ_FNRI01000021	GCF_000285455.1	2547132133.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	0.0	3489612.0	2772.0	2053514.0	59.0	2717.0	98.02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/455/GCF_000285455.1_ASM28545v1	s__Alistipes_timonensis.json	1033731.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes timonensis				0.0	s__Alistipes_timonensis	species
1.0	Human	1211813.0		GCF_000321205.1	2551306355.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	0.0	2772824.0	2346.0	1605644.0	58.0	2291.0	97.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/205/GCF_000321205.1_ASM32120v1	s__Alistipes_A_ihumii.json	1211813.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A ihumii	0.0	Alistipes sp. AP11 (1211813.3)	1211813.3	0.0	s__Alistipes_A_ihumii	species
2.0	Human	742725.0		GCF_000231275.1	2513237277.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile			2850978.0	2394.0	1561046.0	55.0	2348.0	98.08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/275/GCF_000231275.1_Alis_indi_YIT_V1	s__Alistipes_A_indistinctus.json	742725.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A indistinctus		Alistipes indistinctus YIT 12060 (742725.3)	742725.3		s__Alistipes_A_indistinctus	species
2.0	Human	398511.0		GCF_000005825.2	646311908.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Facultative anaerobe	0.0	Motile	0.0	0.0	4249248.0	4434.0	1693774.0	40.0	4335.0	97.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/825/GCF_000005825.2_ASM582v2	s__Alkalihalophilus_pseudofirmus.json	398511.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae_D	g__Alkalihalophilus	s__Alkalihalophilus pseudofirmus		Bacillus pseudofirmus OF4 (398511.4)	398511.4		s__Alkalihalophilus_pseudofirmus	species
0.0	Mouse	1408422.0		GCF_000621485.1	2558309003.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Mine water	Industrial wastewater	Gram+	0	0.0	0	0.0	0.0	4024838.0	3800.0	1366246.0	34.0	3729.0	98.13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/621/485/GCF_000621485.1_ASM62148v1	s__Alkaliphilus_transvaalensis.json	1408422.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Alkaliphilus	s__Alkaliphilus transvaalensis				0.0	s__Alkaliphilus_transvaalensis	species
0.0	Human	39950.0	GCF_001717505.1	GCF_001717505.1	2718217754.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	0	0.0	0	0.0	0.0	1274073.0	1272.0	448350.0	35.0	1198.0	94.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/505/GCF_001717505.1_ASM171750v1	s__Allisonella_pneumosinta.json	39950.0	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Allisonella	s__Allisonella pneumosinta	0.0			0.0	s__Allisonella_pneumosinta	species
1.0	Mouse	1050201.0		GCF_000384195.1	2516493028.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0			2052877.0	1853.0	776526.0	38.0	1748.0	94.33	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/195/GCF_000384195.1_ASM38419v1	s__Allobaculum_stercoricanis.json	1050201.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Allobaculum	s__Allobaculum stercoricanis		Allobaculum stercoricanis DSM 13633 (1050201.3)	1050201.3		s__Allobaculum_stercoricanis	species
2.0	Human	470146.0		GCF_000155875.1	643886116.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		0.0	3238915.0	3974.0	1376195.0	42.0	3913.0	98.47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/875/GCF_000155875.1_ASM15587v1	s__Allocoprococcus_comes.json	470146.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Allocoprococcus	s__Allocoprococcus comes		Coprococcus comes ATCC 27758 (470146.3)	470146.3		s__Allocoprococcus_comes	species
